ID,Name,Long,Lat,Category,Province,District,Subdistrict,Uses DATCOV19 surveillance online platform,Main Health care Services Offered,Size,Beds Usable,Beds Approved,Beds Surgical Usable,Beds Surgical Approved,Surgeons Qualified,Surgeons_unqualified,Theatres,Total number of beds,Total number of staff,Cluster,Webpage,Geo_subdivision
82,Erasmia Med Centre,28.09319,-25.8114,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 4 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
83,Netcare Unitas Hospital,28.1959,-25.8323,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 4 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,469,,168,,,,16,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Unitas-Hospital,ZA-GP
84,Leslie Williams Memorial Hospital,27.422992,-26.401881,Private Hospital,Gauteng,West Rand District Municipality,Merafong City Local Municipality,,Relevant Private Facility services – visit their website for more details,,109,,52,,,,3,,,,https://www.africahealthcare.co.za/hospitals/fountain-private-hospital/,ZA-GP
85,NHN Icare Irene Med Centre,28.205361,-25.8851,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 4 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.intercare.co.za/facilities/intercare-irene,ZA-GP
86,NHN Vista Hospital,28.19321,-25.8439,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 4 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://vistaclinic.co.za/lean-on-us/,ZA-GP
87,Clinix Cullinan Private Hospital,28.515781,-25.6659,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 5 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
88,Denmar Hospital,28.29974,-25.8025,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://denmar.co.za/,ZA-GP
89,Kloof Hospital,28.262855,-25.8111,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.mediclinic.co.za/en/kloof/home.html,ZA-GP
90,Life Faerie Glen Hospital,28.291695,-25.7835,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,87,,52,,,,5,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/pretoria/life-faerie-glen-hospital/?nHospitalId=20,ZA-GP
91,Life Wilgers Hospital,28.318918,-25.7678,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,360,,127,,,,15,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/pretoria/life-wilgers-hospital/?nHospitalId=7,ZA-GP
92,Mamelodi Med Centre,28.375033,-25.7141,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
93,Mediclinic Kloof Hospital,28.2631,-25.8129,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,205,,56,,,,10,,,,https://www.mediclinic.co.za/en/kloof/home.html,ZA-GP
94,Netcare Pretoria East Hospital,28.30496,-25.8209,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,171,,70,,,,5,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Pretoria-East-Hospital,ZA-GP
95,Phelang Private Hospital,28.378808,-25.7139,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,http://phelangbonolo.co.za/hospitals.html,ZA-GP
96,SAMCOR Med Centre,28.329661,-25.7372,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
97,Life Dalview Hospital,28.354391,-26.2451,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni E1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,75,,27,,,,4,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/johannesburg/life-dalview-hospital/,ZA-GP
98,Life Springs Parkland Hospital,28.43466,-26.2657,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni E2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,205,,81,,,,5,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/springs/life-springs-parkland-hospital/?nHospitalId=51,ZA-GP
99,Life St Mary's Women Private Hospital,28.43471,-26.2587,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni E2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,37,,6,,,,2,,,,https://www.lifehealthcare.co.za/hospitals/eastern-cape/mthatha/life-st-marys-private-hospital/,ZA-GP
100,Netcare East Rand N17 Private Hospital,28.42802,-26.2713,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni E2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,171,,70,,,,5,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-N17-Hospital,ZA-GP
101,Netcare Pretoria East Hospital,28.304539,-25.821124,Private Hospital,Gauteng,City of Tshwane Metropolitan Municipality,Tshwane 6 Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,358,,92,,,,14,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Pretoria-East-Hospita,ZA-GP
102,Kloof Med Centre,28.13315,-26.1847,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N1 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.krmc.co.za/,ZA-GP
103,NHN Arwyp Med Centre Hospital,28.22923,-26.1065,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,343,,131,,,,11,,,,https://www.arwyp.com/,ZA-GP
104,NHN Lenmed Zamokuhle Private Hospital,28.238093,-25.9829,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,36,,8,,,,2,,,,https://www.lenmed.co.za/hospital/zamokuhle-private-hospital-lenmed/,ZA-GP
105,Dinwiddie Med Centre,28.330783,-26.1454,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
106,Daxina Medical Clinic,27.841722,-26.385232,Private Hospital,Gauteng,City of Johannesburg Metropolitan Municipality,Johannesburg G Health sub-District,,Relevant Private Facility services – visit their website for more details,,64,,20,,,,2,,,,https://www.lenmed.co.za/hospital/daxina-private-hospital-lenmed/,ZA-GP
107,Daxina Private Hospital,27.841468,-26.384641,Private Hospital,Gauteng,City of Johannesburg Metropolitan Municipality,Johannesburg G Health sub-District,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
108,Lenmed Daxina Hospital,27.841879,-26.385285,Private Hospital,Gauteng,City of Johannesburg Metropolitan Municipality,Johannesburg G Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
109,Life Bedford Gardens Hospital,28.12093,-26.1898,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,140,,31,,,,6,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/johannesburg/life-bedford-gardens-hospital/,ZA-GP
110,Life Glynnview Hospital,28.307291,-26.1928,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/benoni/life-glynnview/,ZA-GP
111,Life The Glynwood Hospital,28.308109,-26.1954,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,292,,112,,,,10,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/benoni/life-the-glynnwood/,ZA-GP
112,Netcare Linmed Hospital,28.330783,-26.1454,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,172,,51,,,,6,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Linmed-Hospital,ZA-GP
113,Netcare Sunward Park Hospital,28.256035,-26.2605,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,214,,87,,,,7,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Sunward-Park-Hospital,ZA-GP
114,Birchmed Surgical Centre,28.219187,-26.068037,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni North 1 Health sub-District,,Relevant Private Facility services – visit their website for more details,,21,,21,,,,3,,,,https://birchmed.co.za/,ZA-GP
115,NHN Sunshine Hospital,28.302914,-26.2115,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni N2 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,200,,5,,,,5,,,,https://sunshinehospital.co.za/about-us,ZA-GP
116,Actonville/Sunshine Hospital,28.300822,-26.213169,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni North 2 Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,200,,61,,,,5,,,,,ZA-GP
117,Clinix Botshelong-Empilweni Private Hospital,28.216395,-26.3455,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni S1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,104,,40,,,,3,,,,https://www.clinix.co.za/botshelong-empilweni,ZA-GP
118,Life Roseacres Hospital,28.169563,-26.1789,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni S1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,124,,31,,,,4,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/johannesburg/life-roseacres-hospital/,ZA-GP
119,Netcare Clinton Hospital,28.12019,-26.2732,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni S1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,165,,99,,,,5,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Clinton-Hospital,ZA-GP
120,Netcare Union Hospital,28.119647,-26.2698,Private Hospital,Gauteng,Ekurhuleni Metropolitan Municipality,Ekurhuleni S1 Health Sub-District,YES,Relevant Private Facility services – visit their website for more details,,222,,138,,,,7,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Union-Hospital,ZA-GP
121,Clinix Naledi-Nkanyezi Private Hospital,27.842933,-26.5814,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,160,,50,,,,3,,,,https://www.clinix.co.za/naledi-nkanyezi,ZA-GP
122,Clinix Private Hospital Soweto,27.935824,-26.258371,Private Hospital,Gauteng,City of Johannesburg Metropolitan Municipality,Johannesburg D Health sub-District,YES,Relevant Private Facility services – visit their website for more details,,146,,28,,,,3,,,,https://www.clinix.co.za/dr-sk-matseke-memorial-hospital,ZA-GP
123,Cormed Hospital,27.832318,-26.7022,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,,Relevant Private Facility services – visit their website for more details,,32,,8,,,,2,,,,http://www.cormed.co.za/,ZA-GP
124,Hlulani Med Centre,27.846783,-26.590498,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
125,NHN Lakeview Med Centre,28.312829,-26.1844,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,71,,34,,,,7,,,,,ZA-GP
126,Mediclinic Emfuleni Hospital,27.838504,-26.7038,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,155,,31,,,,4,,,,https://www.mediclinic.co.za/en/emfuleni/home.html,ZA-GP
127,Mediclinic Vereeniging Hospital,27.9283,-26.6678,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,267,,66,,,,7,,,,https://www.mediclinic.co.za/en/vereeniging/home.html,ZA-GP
128,Midvaal Private Hospital,27.96935,-26.6617,Private Hospital,Gauteng,Sedibeng District Municipality,Emfuleni Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,94,,53,,,,5,,,,http://www.mphmidvaal.com/,ZA-GP
129,Life Suikerbosrand Hospital,28.354079,-26.5005,Private Hospital,Gauteng,Sedibeng District Municipality,Lesedi Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,80,,24,,,,2,,,,https://www.lifehealthcare.co.za/hospitals/gauteng/heidelberg/life-suikerbosrand-hospital/,ZA-GP
130,Baneng Psych Hospital,27.43667,-26.2011,Private Hospital,Gauteng,West Rand District Municipality,Merafong City Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
131,Fochville Hospital,27.49689,-26.4812,Private Hospital,Gauteng,West Rand District Municipality,Merafong City Local Municipality,,Relevant Private Facility services – visit their website for more details,,37,,8,,,,1,,,,https://www.africahealthcare.co.za/hospitals/fochville-private-hospital/,ZA-GP
132,NHN Fountain Private Hospital,27.382881,-26.3674,Private Hospital,Gauteng,West Rand District Municipality,Merafong City Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,https://www.africahealthcare.co.za/hospitals/fountain-private-hospital/,ZA-GP
133,Western Deep Hospital,27.41607,-26.3733,Private Hospital,Gauteng,West Rand District Municipality,Merafong City Local Municipality,,Relevant Private Facility services – visit their website for more details,,,,,,,,,,,,,ZA-GP
134,Netcare Krugersdorp Hospital,27.77518,-26.1047,Private Hospital,Gauteng,West Rand District Municipality,Mogale City Local Municipality,YES,Relevant Private Facility services – visit their website for more details,,285,,135,,,,11,,,,https://www.netcarehospitals.co.za/Hospital/Netcare-Krugersdorp-Hospital,ZA-GP
